fpr,tpr,threshold
0.0,0.0,inf
0.00625,0.0091324200913242,0.8542590141296387
0.00625,0.0228310502283105,0.8409030437469482
0.00625,0.045662100456621,0.8157000541687012
0.0125,0.045662100456621,0.8142989277839661
0.0125,0.0593607305936073,0.8136104941368103
0.0125,0.0639269406392694,0.8115527033805847
0.01875,0.0639269406392694,0.8072420954704285
0.01875,0.0684931506849315,0.8055278658866882
0.025,0.0730593607305936,0.8047395348548889
0.025,0.091324200913242,0.7968338131904602
0.025,0.1004566210045662,0.7962709665298462
0.025,0.1050228310502283,0.7920544743537903
0.03125,0.1050228310502283,0.7913472652435303
0.03125,0.1232876712328767,0.773574948310852
0.0375,0.1232876712328767,0.772894561290741
0.0375,0.1278538812785388,0.7728743553161621
0.0375,0.136986301369863,0.7724979519844055
0.0375,0.1415525114155251,0.7675928473472595
0.04375,0.1415525114155251,0.7654085159301758
0.04375,0.1598173515981735,0.7608383297920227
0.04375,0.1689497716894977,0.7608259916305542
0.04375,0.1735159817351598,0.7585580348968506
0.05,0.1735159817351598,0.7582302093505859
0.05,0.1963470319634703,0.7456895709037781
0.05625,0.2054794520547945,0.7453709840774536
0.05625,0.2100456621004566,0.7447706460952759
0.06875,0.2100456621004566,0.7410664558410645
0.06875,0.2237442922374429,0.7409140467643738
0.06875,0.228310502283105,0.7359174489974976
0.075,0.228310502283105,0.7352656722068787
0.075,0.2465753424657534,0.7254546880722046
0.08125,0.2465753424657534,0.7237424254417419
0.08125,0.2876712328767123,0.7159349918365479
0.0875,0.2922374429223744,0.7133165597915649
0.0875,0.3287671232876712,0.6899957656860352
0.09375,0.3287671232876712,0.6892878413200378
0.09375,0.3424657534246575,0.6853662729263306
0.09375,0.3515981735159817,0.684873640537262
0.10625,0.3515981735159817,0.6807750463485718
0.10625,0.365296803652968,0.6769322156906128
0.1125,0.365296803652968,0.6750901937484741
0.1125,0.3698630136986301,0.6729111075401306
0.11875,0.3698630136986301,0.67210853099823
0.11875,0.3744292237442922,0.6719132661819458
0.11875,0.3881278538812785,0.6700800061225891
0.11875,0.4018264840182648,0.6638054847717285
0.125,0.4018264840182648,0.6624872088432312
0.125,0.410958904109589,0.6618669033050537
0.13125,0.4155251141552511,0.660187304019928
0.13125,0.4200913242009132,0.6570427417755127
0.15625,0.4200913242009132,0.6506804823875427
0.16875,0.4246575342465753,0.6484256386756897
0.175,0.4246575342465753,0.6477062106132507
0.175,0.4292237442922374,0.6461431980133057
