fpr,tpr,threshold
0.0,0.0,inf
0.00625,0.0,0.8131833076477051
0.00625,0.0273972602739726,0.758935272693634
0.0125,0.0273972602739726,0.7464489340782166
0.0125,0.045662100456621,0.7050243616104126
0.01875,0.045662100456621,0.7041676044464111
0.01875,0.0547945205479452,0.7013416290283203
0.025,0.0547945205479452,0.6993981599807739
0.025,0.0730593607305936,0.6943894624710083
0.03125,0.0730593607305936,0.690883994102478
0.03125,0.0776255707762557,0.6899172067642212
0.05,0.0776255707762557,0.6880926489830017
0.05,0.1095890410958904,0.6817711591720581
0.05625,0.1095890410958904,0.6805210113525391
0.05625,0.1141552511415525,0.6777778267860413
0.0625,0.1141552511415525,0.6773205399513245
0.0625,0.136986301369863,0.6702348589897156
0.06875,0.136986301369863,0.6697749495506287
0.06875,0.1963470319634703,0.652241587638855
0.0875,0.1963470319634703,0.6480329036712646
0.0875,0.2100456621004566,0.6456527709960938
0.09375,0.2100456621004566,0.6446939706802368
0.09375,0.2146118721461187,0.6431362628936768
0.1,0.2146118721461187,0.6430191397666931
0.1,0.273972602739726,0.6191573739051819
0.1125,0.273972602739726,0.6179191470146179
0.1125,0.2831050228310502,0.6133977770805359
0.1125,0.2968036529680365,0.6133928894996643
0.125,0.3013698630136986,0.6132949590682983
0.125,0.3059360730593607,0.6131000518798828
0.1375,0.3059360730593607,0.6125549077987671
0.1375,0.3150684931506849,0.6095860600471497
0.14375,0.3150684931506849,0.6091174483299255
0.14375,0.3242009132420091,0.6070533990859985
0.14375,0.3378995433789954,0.6057743430137634
0.15625,0.3378995433789954,0.6055952310562134
0.15625,0.3424657534246575,0.6055857539176941
0.16875,0.3424657534246575,0.6051583290100098
0.16875,0.3515981735159817,0.6017482876777649
0.18125,0.3515981735159817,0.6004120111465454
0.18125,0.3607305936073059,0.5983145833015442
0.1875,0.3607305936073059,0.5977859497070312
0.1875,0.365296803652968,0.5970733165740967
0.19375,0.365296803652968,0.5970295667648315
0.19375,0.3698630136986301,0.5969504714012146
0.21875,0.3698630136986301,0.5950206518173218
0.21875,0.3881278538812785,0.5905797481536865
0.225,0.3881278538812785,0.5904777646064758
0.23125,0.3926940639269406,0.5902186036109924
0.23125,0.3972602739726027,0.5894298553466797
0.2375,0.3972602739726027,0.5888859629631042
0.25,0.3972602739726027,0.5878031253814697
0.25,0.4063926940639269,0.5868117809295654
0.26875,0.4063926940639269,0.5846895575523376
0.26875,0.4155251141552511,0.5840185880661011
0.275,0.4200913242009132,0.5834110379219055
0.275,0.4246575342465753,0.5833134055137634
0.28125,0.4246575342465753,0.5830593109130859
0.28125,0.4611872146118721,0.5813732743263245
0.29375,0.4611872146118721,0.5803637504577637
0.29375,0.4794520547945205,0.5785058736801147
0.3,0.4794520547945205,0.5783805847167969
0.31875,0.4840182648401826,0.577993631362915
0.31875,0.5068493150684932,0.5745474696159363
0.325,0.5068493150684932,0.5741955041885376
0.325,0.5159817351598174,0.5738343000411987
